id,word,ipa,meaning,level,unit,image,sentence_en,sentence_vi
"vocab-L2-L2-U09-W08","Monday","/mˈʌndi/","thứ Hai","L2","L2-U09","📆","Today is Monday.","Hôm nay là thứ Hai."
"vocab-L2-L2-U09-W09","weekend","/wˈikˌɛnd/","cuối tuần","L2","L2-U09","🎉","We visit Grandma at the weekend.","Chúng ta thăm bà vào cuối tuần."
"vocab-L2-L2-U09-W10","birthday","/bˈɝθdˌeɪ/","sinh nhật","L2","L2-U09","🎂","My birthday is in September.","Sinh nhật của bé vào tháng Chín."
"vocab-L2-L2-U10-W01","football","/fˈʊtbˌɔl/","bóng đá","L2","L2-U10","⚽","I enjoy football.","Bé thích bóng đá."
"vocab-L2-L2-U10-W02","basketball","/bˈæskətbˌɔl/","bóng rổ","L2","L2-U10","🏀","I enjoy basketball.","Bé thích bóng rổ."
"vocab-L2-L2-U10-W03","badminton","/bˈædmˌɪntən/","cầu lông","L2","L2-U10","🏸","I enjoy badminton.","Bé thích cầu lông."
"vocab-L2-L2-U10-W04","swimming","/swˈɪmɪŋ/","bơi lội","L2","L2-U10","🏊","I enjoy swimming.","Bé thích bơi lội."
"vocab-L2-L2-U10-W05","running","/rˈʌnɪŋ/","chạy bộ","L2","L2-U10","🏃","I enjoy running.","Bé thích chạy bộ."
"vocab-L2-L2-U10-W06","cycling","/sˈaɪkəlɪŋ/","đạp xe","L2","L2-U10","🚴","I enjoy cycling.","Bé thích đạp xe."
"vocab-L2-L2-U10-W07","tennis","/tˈɛnəs/","quần vợt","L2","L2-U10","🎾","I enjoy tennis.","Bé thích quần vợt."
"vocab-L2-L2-U10-W08","volleyball","/vˈɑlibˌɔl/","bóng chuyền","L2","L2-U10","🏐","I enjoy volleyball.","Bé thích bóng chuyền."
"vocab-L2-L2-U10-W09","yoga","/jˈoʊɡə/","yoga","L2","L2-U10","🧘","I enjoy yoga.","Bé thích yoga."
"vocab-L2-L2-U10-W10","skating","/skˈeɪtɪŋ/","trượt patin/trượt băng","L2","L2-U10","🛼","I enjoy skating.","Bé thích trượt patin/trượt băng."
"vocab-L3-L3-U01-W01","forest","/fˈɔrəst/","rừng","L3","L3-U01","🌲","The forest is beautiful.","Rừng rất đẹp."
"vocab-L3-L3-U01-W02","mountain","/mˈaʊntən/","núi","L3","L3-U01","⛰️","The mountain is beautiful.","Núi rất đẹp."
"vocab-L3-L3-U01-W03","river","/rˈɪvɚ/","sông","L3","L3-U01","🏞️","The river is beautiful.","Sông rất đẹp."
"vocab-L3-L3-U01-W04","lake","/lˈeɪk/","hồ","L3","L3-U01","🌊","The lake is beautiful.","Hồ rất đẹp."
"vocab-L3-L3-U01-W05","ocean","/ˈoʊʃən/","đại dương","L3","L3-U01","🌊","The ocean is beautiful.","Đại dương rất đẹp."
"vocab-L3-L3-U01-W06","beach","/bˈitʃ/","bãi biển","L3","L3-U01","🏖️","The beach is beautiful.","Bãi biển rất đẹp."
"vocab-L3-L3-U01-W07","island","/ˈaɪlənd/","hòn đảo","L3","L3-U01","🏝️","The island is beautiful.","Hòn đảo rất đẹp."
"vocab-L3-L3-U01-W08","waterfall","/wˈɔtɚfˌɔl/","thác nước","L3","L3-U01","🌊","The waterfall is beautiful.","Thác nước rất đẹp."
"vocab-L3-L3-U01-W09","flower","/flˈaʊɚ/","bông hoa","L3","L3-U01","🌸","The flower is beautiful.","Bông hoa rất đẹp."
"vocab-L3-L3-U01-W10","tree","/trˈi/","cây","L3","L3-U01","🌳","The tree is beautiful.","Cây rất đẹp."
"vocab-L3-L3-U02-W01","healthy","/hˈɛlθi/","khỏe mạnh","L3","L3-U02","💪","Fruit and exercise keep us healthy.","Trái cây và vận động giúp chúng ta khỏe mạnh."
"vocab-L3-L3-U02-W02","sick","/sˈɪk/","bị ốm","L3","L3-U02","🤢","I feel sick today.","Hôm nay bé cảm thấy bị ốm."
"vocab-L3-L3-U02-W03","fever","/fˈivɚ/","sốt","L3","L3-U02","🌡️","I have a fever.","Bé bị sốt."
"vocab-L3-L3-U02-W04","cough","/kˈɑf/","ho","L3","L3-U02","🗣️","I have a cough.","Bé bị ho."
"vocab-L3-L3-U02-W05","headache","/hˈɛdˌeɪk/","đau đầu","L3","L3-U02","🤕","I have a headache.","Bé bị đau đầu."
"vocab-L3-L3-U02-W06","medicine","/mˈɛdəsən/","thuốc","L3","L3-U02","💊","The doctor gives me medicine.","Bác sĩ cho bé thuốc."
"vocab-L3-L3-U02-W07","doctor","/dˈɑktɚ/","bác sĩ","L3","L3-U02","🩺","The doctor checks my health.","Bác sĩ kiểm tra sức khỏe của bé."
"vocab-L3-L3-U02-W08","hospital","/hˈɑspˌɪtəl/","bệnh viện","L3","L3-U02","🏥","Sick people may go to the hospital.","Người bị ốm có thể đến bệnh viện."
"vocab-L3-L3-U02-W09","exercise","/ˈɛksɚsˌaɪz/","tập thể dục","L3","L3-U02","🏃","I exercise every day.","Bé tập thể dục mỗi ngày."
"vocab-L3-L3-U02-W10","rest","/rˈɛst/","nghỉ ngơi","L3","L3-U02","🛌","I need to rest when I am tired.","Bé cần nghỉ ngơi khi mệt."
"vocab-L3-L3-U03-W01","shop","/ʃˈɑp/","cửa hàng/mua sắm","L3","L3-U03","🏪","We buy food at the shop.","Chúng ta mua thực phẩm ở cửa hàng."
"vocab-L3-L3-U03-W02","price","/prˈaɪs/","giá","L3","L3-U03","🏷️","The price is 10,000 đồng.","Giá là 10.000 đồng."
"vocab-L3-L3-U03-W03","money","/mˈʌni/","tiền","L3","L3-U03","💵","I keep my money in a small wallet.","Bé để tiền trong một chiếc ví nhỏ."
"vocab-L3-L3-U03-W04","cheap","/tʃˈip/","rẻ","L3","L3-U03","🪙","This pencil is cheap.","Cây bút chì này rẻ."
"vocab-L3-L3-U03-W05","expensive","/ɪkspˈɛnsɪv/","đắt","L3","L3-U03","💎","This bicycle is expensive.","Chiếc xe đạp này đắt."
"vocab-L3-L3-U03-W06","buy","/bˈaɪ/","mua","L3","L3-U03","🛒","I want to buy a book.","Bé muốn mua một quyển sách."
"vocab-L3-L3-U03-W07","sell","/sˈɛl/","bán","L3","L3-U03","🏷️","The shop sells fruit.","Cửa hàng bán trái cây."
"vocab-L3-L3-U03-W08","pay","/pˈeɪ/","thanh toán","L3","L3-U03","💳","We pay at the counter.","Chúng ta thanh toán tại quầy."
"vocab-L3-L3-U03-W09","receipt","/rɪsˈit/","biên lai","L3","L3-U03","🧾","Please keep the receipt.","Hãy giữ lại biên lai."
"vocab-L3-L3-U03-W10","change","/tʃˈeɪndʒ/","tiền thừa","L3","L3-U03","🪙","The cashier gives me my change.","Thu ngân trả lại tiền thừa cho bé."
"vocab-L3-L3-U04-W01","ticket","/tˈɪkət/","vé","L3","L3-U04","🎟️","I show my ticket before the trip.","Bé xuất trình vé trước chuyến đi."
"vocab-L3-L3-U04-W02","passport","/pˈæspˌɔrt/","hộ chiếu","L3","L3-U04","🛂","A passport is needed for some countries.","Cần hộ chiếu khi đến một số quốc gia."
"vocab-L3-L3-U04-W03","suitcase","/sˈutkˌeɪs/","va li","L3","L3-U04","🧳","My clothes are in the suitcase.","Quần áo của bé ở trong va li."
"vocab-L3-L3-U04-W04","airport","/ˈɛrpˌɔrt/","sân bay","L3","L3-U04","✈️","We arrive at the airport early.","Chúng ta đến sân bay sớm."
"vocab-L3-L3-U04-W05","hotel","/hoʊtˈɛl/","khách sạn","L3","L3-U04","🏨","Our family stays at a hotel.","Gia đình bé ở tại khách sạn."
"vocab-L3-L3-U04-W06","map","/mˈæp/","bản đồ","L3","L3-U04","🗺️","The map shows us the way.","Bản đồ chỉ đường cho chúng ta."
"vocab-L3-L3-U04-W07","journey","/dʒˈɝni/","chuyến đi","L3","L3-U04","🧭","The journey takes two hours.","Chuyến đi kéo dài hai giờ."
"vocab-L3-L3-U04-W08","tourist","/tˈʊrəst/","du khách","L3","L3-U04","🧳","The tourist takes a photo.","Du khách chụp một bức ảnh."
"vocab-L3-L3-U04-W09","visit","/vˈɪzɪt/","thăm","L3","L3-U04","🏛️","We visit a museum.","Chúng ta thăm một bảo tàng."
"vocab-L3-L3-U04-W10","arrive","/ɚˈaɪv/","đến nơi","L3","L3-U04","🛬","We arrive before lunch.","Chúng ta đến nơi trước bữa trưa."
"vocab-L3-L3-U05-W01","computer","/kəmpjˈutɚ/","máy tính","L3","L3-U05","💻","I use the computer carefully.","Bé sử dụng máy tính cẩn thận."
"vocab-L3-L3-U05-W02","laptop","/lˈæptˌɑp/","máy tính xách tay","L3","L3-U05","💻","I use the laptop carefully.","Bé sử dụng máy tính xách tay cẩn thận."
"vocab-L3-L3-U05-W03","tablet","/tˈæblət/","máy tính bảng","L3","L3-U05","📱","I use the tablet carefully.","Bé sử dụng máy tính bảng cẩn thận."
"vocab-L3-L3-U05-W04","screen","/skrˈin/","màn hình","L3","L3-U05","🖥️","I use the screen carefully.","Bé sử dụng màn hình cẩn thận."
"vocab-L3-L3-U05-W05","keyboard","/kˈibˌɔrd/","bàn phím","L3","L3-U05","⌨️","I use the keyboard carefully.","Bé sử dụng bàn phím cẩn thận."
"vocab-L3-L3-U05-W06","mouse","/mˈaʊs/","chuột máy tính","L3","L3-U05","🖱️","I use the mouse carefully.","Bé sử dụng chuột máy tính cẩn thận."
"vocab-L3-L3-U05-W07","internet","/ˈɪntɚnˌɛt/","mạng Internet","L3","L3-U05","🌐","I use the internet carefully.","Bé sử dụng mạng Internet cẩn thận."
"vocab-L3-L3-U05-W08","website","/wˈɛbsˌaɪt/","trang web","L3","L3-U05","🕸️","I use the website carefully.","Bé sử dụng trang web cẩn thận."
"vocab-L3-L3-U05-W09","email","/imˈeɪl/","thư điện tử","L3","L3-U05","📧","I use the email carefully.","Bé sử dụng thư điện tử cẩn thận."
"vocab-L3-L3-U05-W10","password","/pˈæswˌɝd/","mật khẩu","L3","L3-U05","🔑","I use the password carefully.","Bé sử dụng mật khẩu cẩn thận."
"vocab-L3-L3-U06-W01","reading","/rˈidɪŋ/","đọc sách","L3","L3-U06","📖","I enjoy reading.","Bé thích đọc sách."
"vocab-L3-L3-U06-W02","drawing","/drˈɔɪŋ/","vẽ","L3","L3-U06","✏️","I enjoy drawing.","Bé thích vẽ."
"vocab-L3-L3-U06-W03","painting","/pˈeɪntɪŋ/","vẽ tranh","L3","L3-U06","🎨","I enjoy painting.","Bé thích vẽ tranh."
"vocab-L3-L3-U06-W04","cooking","/kˈʊkɪŋ/","nấu ăn","L3","L3-U06","🍳","I enjoy cooking.","Bé thích nấu ăn."
"vocab-L3-L3-U06-W05","gardening","/ɡˈɑrdənɪŋ/","làm vườn","L3","L3-U06","🌱","I enjoy gardening.","Bé thích làm vườn."
"vocab-L3-L3-U06-W06","singing","/sˈɪŋɪŋ/","ca hát","L3","L3-U06","🎤","I enjoy singing.","Bé thích ca hát."
"vocab-L3-L3-U06-W07","dancing","/dˈænsɪŋ/","nhảy múa","L3","L3-U06","💃","I enjoy dancing.","Bé thích nhảy múa."
"vocab-L3-L3-U06-W08","photography","/fətˈɑɡrəfi/","nhiếp ảnh","L3","L3-U06","📸","I enjoy photography.","Bé thích nhiếp ảnh."
"vocab-L3-L3-U06-W09","collecting","/kəlˈɛktɪŋ/","sưu tầm","L3","L3-U06","🪨","I enjoy collecting.","Bé thích sưu tầm."
"vocab-L3-L3-U06-W10","camping","/kˈæmpɪŋ/","cắm trại","L3","L3-U06","⛺","I enjoy camping.","Bé thích cắm trại."
"vocab-L3-L3-U07-W01","neighbor","/nˈeɪbɚ/","hàng xóm","L3","L3-U07","🏡","Our neighbor is friendly.","Hàng xóm của chúng ta rất thân thiện."
"vocab-L3-L3-U07-W02","police station","/pəlˈis stˈeɪʃən/","đồn cảnh sát","L3","L3-U07","👮","The police station is near the bank.","Đồn cảnh sát ở gần ngân hàng."
"vocab-L3-L3-U07-W03","fire station","/fˈaɪɚ stˈeɪʃən/","trạm cứu hỏa","L3","L3-U07","👨‍🚒","Firefighters work at the fire station.","Lính cứu hỏa làm việc tại trạm cứu hỏa."
"vocab-L3-L3-U07-W04","museum","/mjuzˈiəm/","bảo tàng","L3","L3-U07","🏛️","We learn about history at the museum.","Chúng ta học về lịch sử tại bảo tàng."
"vocab-L3-L3-U07-W05","bakery","/bˈeɪkɚi/","tiệm bánh","L3","L3-U07","🥖","The bakery sells fresh bread.","Tiệm bánh bán bánh mì mới."
"vocab-L3-L3-U07-W06","market","/mˈɑrkət/","chợ","L3","L3-U07","🛒","My mother buys vegetables at the market.","Mẹ mua rau ở chợ."
"vocab-L3-L3-U07-W07","playground","/plˈeɪɡrˌaʊnd/","sân chơi","L3","L3-U07","🛝","Children play at the playground.","Trẻ em chơi ở sân chơi."
"vocab-L3-L3-U07-W08","traffic light","/trˈæfɪk lˈaɪt/","đèn giao thông","L3","L3-U07","🚦","Stop when the traffic light is red.","Dừng lại khi đèn giao thông màu đỏ."
"vocab-L3-L3-U07-W09","crossing","/krˈɔsɪŋ/","vạch qua đường","L3","L3-U07","🚶","Use the crossing to cross the road.","Hãy dùng vạch qua đường để sang đường."
"vocab-L3-L3-U07-W10","neighborhood","/nˈeɪbɚhˌʊd/","khu phố","L3","L3-U07","🏘️","My neighborhood is clean and friendly.","Khu phố của bé sạch sẽ và thân thiện."
"vocab-L3-L3-U08-W01","festival","/fˈɛstəvəl/","lễ hội","L3","L3-U08","🎈","Our town has a colorful festival.","Thành phố có một lễ hội đầy màu sắc."
"vocab-L3-L3-U08-W02","present","/prˈɛzənt/","quà tặng","L3","L3-U08","🎁","I give my friend a present.","Bé tặng bạn một món quà."
"vocab-L3-L3-U08-W03","party","/pˈɑrti/","bữa tiệc","L3","L3-U08","🎉","We sing and play at the party.","Chúng ta hát và chơi trong bữa tiệc."
"vocab-L3-L3-U08-W04","candle","/kˈændəl/","nến","L3","L3-U08","🕯️","There are candles on the cake.","Có những cây nến trên bánh."
"vocab-L3-L3-U08-W05","costume","/kɑstˈum/","trang phục hóa trang","L3","L3-U08","🎭","She wears a funny costume.","Bạn ấy mặc trang phục hóa trang vui nhộn."
"vocab-L3-L3-U08-W06","parade","/pɚˈeɪd/","cuộc diễu hành","L3","L3-U08","🎺","We watch the parade in the street.","Chúng ta xem cuộc diễu hành trên đường."
"vocab-L3-L3-U08-W07","holiday","/hˈɑlədˌeɪ/","ngày lễ/kỳ nghỉ","L3","L3-U08","🏖️","School is closed for the holiday.","Trường nghỉ trong ngày lễ."
"vocab-L3-L3-U08-W08","celebrate","/sˈɛləbrˌeɪt/","ăn mừng","L3","L3-U08","🥳","We celebrate together.","Chúng ta cùng ăn mừng."
"vocab-L3-L3-U08-W09","decorate","/dˈɛkɚˌeɪt/","trang trí","L3","L3-U08","🎀","We decorate the room with balloons.","Chúng ta trang trí phòng bằng bóng bay."
"vocab-L3-L3-U08-W10","invitation","/ˌɪnvɪtˈeɪʃən/","lời mời/thiệp mời","L3","L3-U08","✉️","I receive an invitation to the party.","Bé nhận được lời mời dự tiệc."
"vocab-L3-L3-U09-W01","kind","/kˈaɪnd/","tốt bụng","L3","L3-U09","💖","My friend is kind.","Bạn của bé rất tốt bụng."
"vocab-L3-L3-U09-W02","friendly","/frˈɛndli/","thân thiện","L3","L3-U09","🤝","My friend is friendly.","Bạn của bé rất thân thiện."
"vocab-L3-L3-U09-W03","polite","/pəlˈaɪt/","lịch sự","L3","L3-U09","🙇","My friend is polite.","Bạn của bé rất lịch sự."
"vocab-L3-L3-U09-W04","honest","/ˈɑnəst/","trung thực","L3","L3-U09","🤝","My friend is honest.","Bạn của bé rất trung thực."
"vocab-L3-L3-U09-W05","brave","/brˈeɪv/","dũng cảm","L3","L3-U09","🛡️","My friend is brave.","Bạn của bé rất dũng cảm."
"vocab-L3-L3-U09-W06","clever","/klˈɛvɚ/","thông minh","L3","L3-U09","💡","My friend is clever.","Bạn của bé rất thông minh."
"vocab-L3-L3-U09-W07","careful","/kˈɛrfəl/","cẩn thận","L3","L3-U09","🔍","My friend is careful.","Bạn của bé rất cẩn thận."
"vocab-L3-L3-U09-W08","patient","/pˈeɪʃənt/","kiên nhẫn","L3","L3-U09","⏳","My friend is patient.","Bạn của bé rất kiên nhẫn."
"vocab-L3-L3-U09-W09","helpful","/hˈɛlpfəl/","hay giúp đỡ","L3","L3-U09","🆘","My friend is helpful.","Bạn của bé rất hay giúp đỡ."
"vocab-L3-L3-U09-W10","shy","/ʃˈaɪ/","nhút nhát","L3","L3-U09","🙈","My friend is shy.","Bạn của bé rất nhút nhát."
"vocab-L3-L3-U10-W01","recycle","/risˈaɪkəl/","tái chế","L3","L3-U10","♻️","We recycle paper and glass.","Chúng ta tái chế giấy và thủy tinh."
"vocab-L3-L3-U10-W02","reuse","/rijˈus/","tái sử dụng","L3","L3-U10","🛍️","We reuse this bag.","Chúng ta tái sử dụng chiếc túi này."
"vocab-L3-L3-U10-W03","reduce","/rədˈus/","giảm bớt","L3","L3-U10","📉","We reduce plastic waste.","Chúng ta giảm rác thải nhựa."
"vocab-L3-L3-U10-W04","rubbish","/rˈʌbɪʃ/","rác","L3","L3-U10","🗑️","Put the rubbish in the bin.","Hãy bỏ rác vào thùng."
"vocab-L3-L3-U10-W05","plastic","/plˈæstɪk/","nhựa","L3","L3-U10","🥤","This bottle is made of plastic.","Chai này làm bằng nhựa."
"vocab-L3-L3-U10-W06","paper","/pˈeɪpɚ/","giấy","L3","L3-U10","📄","Use both sides of the paper.","Hãy sử dụng cả hai mặt giấy."
"vocab-L3-L3-U10-W07","glass","/ɡlˈæs/","thủy tinh","L3","L3-U10","🍷","Glass can be recycled.","Thủy tinh có thể được tái chế."
"vocab-L3-L3-U10-W08","electricity","/ɪlˌɛktrˈɪsəti/","điện","L3","L3-U10","⚡","Turn off the light to save electricity.","Tắt đèn để tiết kiệm điện."
"vocab-L3-L3-U10-W09","pollution","/pəlˈuʃən/","ô nhiễm","L3","L3-U10","🏭","Pollution can harm animals.","Ô nhiễm có thể gây hại cho động vật."
"vocab-L3-L3-U10-W10","protect","/prətˈɛkt/","bảo vệ","L3","L3-U10","🛡️","We protect trees and animals.","Chúng ta bảo vệ cây cối và động vật."
"vocab-L4-L4-U01-W01","experiment","/ɪkspˈɛrəmənt/","thí nghiệm","L4","L4-U01","🧪","We do an experiment with water.","Chúng ta làm một thí nghiệm với nước."
"vocab-L4-L4-U01-W02","energy","/ˈɛnɚdʒi/","năng lượng","L4","L4-U01","⚡","Food gives our bodies energy.","Thức ăn cung cấp năng lượng cho cơ thể."
"vocab-L4-L4-U01-W03","light","/lˈaɪt/","ánh sáng","L4","L4-U01","💡","Light helps us see.","Ánh sáng giúp chúng ta nhìn thấy."
"vocab-L4-L4-U01-W04","sound","/sˈaʊnd/","âm thanh","L4","L4-U01","🔊","A bell makes a loud sound.","Chiếc chuông tạo ra âm thanh lớn."
"vocab-L4-L4-U01-W05","heat","/hˈit/","nhiệt","L4","L4-U01","🔥","The Sun gives us heat.","Mặt Trời cung cấp nhiệt cho chúng ta."
"vocab-L4-L4-U01-W06","force","/fˈɔrs/","lực","L4","L4-U01","💥","A push is a kind of force.","Lực đẩy là một loại lực."
"vocab-L4-L4-U01-W07","matter","/mˈætɚ/","vật chất","L4","L4-U01","⚛️","Water and air are forms of matter.","Nước và không khí là các dạng vật chất."
"vocab-L4-L4-U01-W08","liquid","/lˈɪkwəd/","chất lỏng","L4","L4-U01","💧","Water is a liquid.","Nước là chất lỏng."
"vocab-L4-L4-U01-W09","solid","/sˈɑləd/","chất rắn","L4","L4-U01","🧊","Ice is a solid.","Nước đá là chất rắn."
"vocab-L4-L4-U01-W10","gas","/ɡˈæs/","chất khí","L4","L4-U01","💨","Air contains different gases.","Không khí chứa các chất khí khác nhau."
"vocab-L4-L4-U02-W01","planet","/plˈænət/","hành tinh","L4","L4-U02","🪐","Earth is a planet.","Trái Đất là một hành tinh."
"vocab-L4-L4-U02-W02","Earth","/ˈɝθ/","Trái Đất","L4","L4-U02","🌍","Earth is our home planet.","Trái Đất là hành tinh quê hương của chúng ta."
"vocab-L4-L4-U02-W03","Moon","/mˈun/","Mặt Trăng","L4","L4-U02","🌕","The Moon moves around Earth.","Mặt Trăng chuyển động quanh Trái Đất."
"vocab-L4-L4-U02-W04","Sun","/sˈʌn/","Mặt Trời","L4","L4-U02","☀️","The Sun gives us light and heat.","Mặt Trời cung cấp ánh sáng và nhiệt."
"vocab-L4-L4-U02-W05","star","/stˈɑr/","ngôi sao","L4","L4-U02","⭐","A star shines in the night sky.","Một ngôi sao tỏa sáng trên bầu trời đêm."
"vocab-L4-L4-U02-W06","astronaut","/ˈæstrənˌɑt/","phi hành gia","L4","L4-U02","👨‍🚀","An astronaut travels into space.","Phi hành gia du hành vào không gian."
"vocab-L4-L4-U02-W07","rocket","/rˈɑkət/","tên lửa","L4","L4-U02","🚀","The rocket launches into space.","Tên lửa phóng vào không gian."
"vocab-L4-L4-U02-W08","galaxy","/ɡˈæləksi/","thiên hà","L4","L4-U02","🌌","Our solar system is in a galaxy.","Hệ Mặt Trời của chúng ta ở trong một thiên hà."
"vocab-L4-L4-U02-W09","telescope","/tˈɛləskˌoʊp/","kính thiên văn","L4","L4-U02","🔭","We use a telescope to see stars.","Chúng ta dùng kính thiên văn để nhìn các ngôi sao."
"vocab-L4-L4-U02-W10","gravity","/ɡrˈævəti/","trọng lực","L4","L4-U02","🍏","Gravity pulls objects toward Earth.","Trọng lực kéo vật thể về phía Trái Đất."
"vocab-L4-L4-U03-W01","compare","/kəmpˈɛr/","so sánh","L4","L4-U03","⚖️","Compare the two pictures.","Hãy so sánh hai bức tranh."
"vocab-L4-L4-U03-W02","describe","/dɪskrˈaɪb/","mô tả","L4","L4-U03","📝","Describe the animal in the picture.","Hãy mô tả con vật trong tranh."
"vocab-L4-L4-U03-W03","explain","/ɪksplˈeɪn/","giải thích","L4","L4-U03","💡","Explain how you found the answer.","Hãy giải thích cách con tìm ra câu trả lời."
"vocab-L4-L4-U03-W04","classify","/klˈæsəfˌaɪ/","phân loại","L4","L4-U03","🏷️","Classify the animals into two groups.","Hãy phân loại động vật thành hai nhóm."
"vocab-L4-L4-U03-W05","calculate","/kˈælkjəlˌeɪt/","tính toán","L4","L4-U03","🧮","Calculate the total number of stars.","Hãy tính tổng số ngôi sao."
"vocab-L4-L4-U03-W06","observe","/əbzˈɝv/","quan sát","L4","L4-U03","🔬","Observe what happens to the ice.","Hãy quan sát điều xảy ra với nước đá."
"vocab-L4-L4-U03-W07","predict","/prɪdˈɪkt/","dự đoán","L4","L4-U03","🔮","Predict what will happen next.","Hãy dự đoán điều sẽ xảy ra tiếp theo."
"vocab-L4-L4-U03-W08","result","/rɪzˈʌlt/","kết quả","L4","L4-U03","📊","Write the result in the box.","Hãy viết kết quả vào ô."
"vocab-L4-L4-U03-W09","example","/ɪɡzˈæmpəl/","ví dụ","L4","L4-U03","📌","Give one example of a farm animal.","Hãy nêu một ví dụ về động vật trang trại."
"vocab-L4-L4-U03-W10","information","/ˌɪnfɚmˈeɪʃən/","thông tin","L4","L4-U03","ℹ️","Find the important information in the text.","Hãy tìm thông tin quan trọng trong đoạn văn."
"vocab-L4-L4-U04-W01","opinion","/əpˈɪnjən/","ý kiến","L4","L4-U04","💭","In my opinion, the story is interesting.","Theo ý kiến của bé, câu chuyện rất thú vị."
"vocab-L4-L4-U04-W02","agree","/əɡrˈi/","đồng ý","L4","L4-U04","👍","I agree with your idea.","Bé đồng ý với ý tưởng của bạn."
"vocab-L4-L4-U04-W03","disagree","/dɪsəɡrˈi/","không đồng ý","L4","L4-U04","👎","I disagree, but I will listen politely.","Bé không đồng ý nhưng vẫn lắng nghe lịch sự."
"vocab-L4-L4-U04-W04","suggest","/sədʒˈɛst/","đề xuất","L4","L4-U04","💡","I suggest reading this book.","Bé đề xuất đọc quyển sách này."
"vocab-L4-L4-U04-W05","invite","/ˌɪnvˈaɪt/","mời","L4","L4-U04","✉️","I invite my friend to play.","Bé mời bạn cùng chơi."
"vocab-L4-L4-U04-W06","reply","/rɪplˈaɪ/","trả lời","L4","L4-U04","💬","Please reply to my message.","Hãy trả lời tin nhắn của bé."
"vocab-L4-L4-U04-W07","question","/kwˈɛstʃən/","câu hỏi","L4","L4-U04","❓","I ask a question when I need help.","Bé đặt câu hỏi khi cần giúp đỡ."
"vocab-L4-L4-U04-W08","answer","/ˈænsɚ/","câu trả lời","L4","L4-U04","💡","Please answer in a full sentence.","Hãy trả lời bằng một câu đầy đủ."
"vocab-L4-L4-U04-W09","message","/mˈɛsədʒ/","tin nhắn","L4","L4-U04","📱","I send a short message to my teacher.","Bé gửi một tin nhắn ngắn cho giáo viên."
"vocab-L4-L4-U04-W10","conversation","/kˌɑnvɚsˈeɪʃən/","cuộc hội thoại","L4","L4-U04","🗣️","We have a polite conversation.","Chúng ta có một cuộc hội thoại lịch sự."
"vocab-L4-L4-U05-W01","problem","/prˈɑbləm/","vấn đề","L4","L4-U05","❓","First, understand the problem.","Trước tiên, hãy hiểu vấn đề."
"vocab-L4-L4-U05-W02","solution","/səlˈuʃən/","giải pháp","L4","L4-U05","💡","We found a simple solution.","Chúng ta tìm được một giải pháp đơn giản."
"vocab-L4-L4-U05-W03","plan","/plˈæn/","kế hoạch","L4","L4-U05","📋","Make a plan before you begin.","Hãy lập kế hoạch trước khi bắt đầu."
"vocab-L4-L4-U05-W04","choice","/tʃˈɔɪs/","lựa chọn","L4","L4-U05","🔀","Think carefully before making a choice.","Hãy suy nghĩ cẩn thận trước khi lựa chọn."
"vocab-L4-L4-U05-W05","reason","/rˈizən/","lý do","L4","L4-U05","🧠","Tell me the reason for your answer.","Hãy nói lý do cho câu trả lời của con."
"vocab-L4-L4-U05-W06","step","/stˈɛp/","bước","L4","L4-U05","👣","Follow each step in order.","Hãy làm theo từng bước theo thứ tự."
"vocab-L4-L4-U05-W07","check","/tʃˈɛk/","kiểm tra","L4","L4-U05","📊","Check your work when you finish.","Hãy kiểm tra bài khi hoàn thành."
"vocab-L4-L4-U05-W08","improve","/ˌɪmprˈuv/","cải thiện","L4","L4-U05","📈","Practice can improve your reading.","Luyện tập có thể cải thiện khả năng đọc."
"vocab-L4-L4-U05-W09","decide","/dˌɪsˈaɪd/","quyết định","L4","L4-U05","🎯","We decide which idea is best.","Chúng ta quyết định ý tưởng nào tốt nhất."
"vocab-L4-L4-U05-W10","complete","/kəmplˈit/","hoàn thành","L4","L4-U05","✅","Complete the task before lunch.","Hãy hoàn thành nhiệm vụ trước bữa trưa."
"vocab-L4-L4-U06-W01","proud","/prˈaʊd/","tự hào","L4","L4-U06","🦁","I feel proud today.","Hôm nay bé cảm thấy tự hào."
"vocab-L4-L4-U06-W02","worried","/wˈɝid/","lo lắng","L4","L4-U06","😟","I feel worried today.","Hôm nay bé cảm thấy lo lắng."
"vocab-L4-L4-U06-W03","surprised","/sɚprˈaɪzd/","ngạc nhiên","L4","L4-U06","😲","I feel surprised today.","Hôm nay bé cảm thấy ngạc nhiên."
"vocab-L4-L4-U06-W04","disappointed","/dˌɪsəpˈɔɪntɪd/","thất vọng","L4","L4-U06","😞","I feel disappointed today.","Hôm nay bé cảm thấy thất vọng."
"vocab-L4-L4-U06-W05","confident","/kˈɑnfədənt/","tự tin","L4","L4-U06","😎","I feel confident today.","Hôm nay bé cảm thấy tự tin."
"vocab-L4-L4-U06-W06","nervous","/nˈɝvəs/","hồi hộp","L4","L4-U06","😬","I feel nervous today.","Hôm nay bé cảm thấy hồi hộp."
"vocab-L4-L4-U06-W07","curious","/kjˈʊriəs/","tò mò","L4","L4-U06","🧐","I feel curious today.","Hôm nay bé cảm thấy tò mò."
"vocab-L4-L4-U06-W08","lonely","/lˈoʊnli/","cô đơn","L4","L4-U06","🥺","I feel lonely today.","Hôm nay bé cảm thấy cô đơn."
